sample_id,file_path,language,smell_type,entity_name,ground_truth
MLCQ_7786250_FeatureEnvy,wicket-extensions/src/main/java/org/apache/wicket/extensions/ajax/AjaxFileDropBehavior.java,java,FeatureEnvy,getFileMaxSize,0
MLCQ_7786250_LongMethod,wicket-extensions/src/main/java/org/apache/wicket/extensions/ajax/AjaxFileDropBehavior.java,java,LongMethod,getFileMaxSize,0
MLCQ_7784926_LongMethod,wicket-core/src/main/java/org/apache/wicket/pageStore/InSessionPageStore.java,java,LongMethod,supportSessionSerialization,0
MLCQ_7784926_FeatureEnvy,wicket-core/src/main/java/org/apache/wicket/pageStore/InSessionPageStore.java,java,FeatureEnvy,supportSessionSerialization,0
MLCQ_7767021_LongMethod,extensions-core/druid-basic-security/src/main/java/org/apache/druid/security/basic/authentication/BytesFullResponseHandler.java,java,LongMethod,handleChunk,0
MLCQ_7767021_FeatureEnvy,extensions-core/druid-basic-security/src/main/java/org/apache/druid/security/basic/authentication/BytesFullResponseHandler.java,java,FeatureEnvy,handleChunk,0
MLCQ_7829822_FeatureEnvy,geode-web-api/src/integrationTest/java/org/apache/geode/rest/internal/web/controllers/AddFreeItemToOrders.java,java,FeatureEnvy,getId,0
MLCQ_7829822_LongMethod,geode-web-api/src/integrationTest/java/org/apache/geode/rest/internal/web/controllers/AddFreeItemToOrders.java,java,LongMethod,getId,0
MLCQ_7824709_LargeClass,geode-lucene/src/main/java/org/apache/geode/cache/lucene/internal/LuceneIndexForPartitionedRegion.java,java,LargeClass,LuceneIndexForPartitionedRegion,1
MLCQ_7824709_DataClass,geode-lucene/src/main/java/org/apache/geode/cache/lucene/internal/LuceneIndexForPartitionedRegion.java,java,DataClass,LuceneIndexForPartitionedRegion,0
MLCQ_7786204_LargeClass,wicket-examples/src/main/java/org/apache/wicket/examples/spring/annot/web/AnnotPage.java,java,LargeClass,AnnotPage,0
MLCQ_7786204_DataClass,wicket-examples/src/main/java/org/apache/wicket/examples/spring/annot/web/AnnotPage.java,java,DataClass,AnnotPage,0
MLCQ_7834476_FeatureEnvy,geode-core/src/main/java/org/apache/geode/internal/cache/tier/sockets/AuthIds.java,java,FeatureEnvy,getConnectionId,0
MLCQ_7834476_LongMethod,geode-core/src/main/java/org/apache/geode/internal/cache/tier/sockets/AuthIds.java,java,LongMethod,getConnectionId,0
MLCQ_7856180_LargeClass,geode-core/src/main/java/org/apache/geode/internal/cache/persistence/query/TemporaryResultSetFactory.java,java,LargeClass,TemporaryResultSetFactory,0
MLCQ_7856180_DataClass,geode-core/src/main/java/org/apache/geode/internal/cache/persistence/query/TemporaryResultSetFactory.java,java,DataClass,TemporaryResultSetFactory,0
MLCQ_7855032_LongMethod,geode-core/src/main/java/org/apache/geode/distributed/internal/ClusterDistributionManager.java,java,LongMethod,removeHealthMonitor,0
MLCQ_7855032_FeatureEnvy,geode-core/src/main/java/org/apache/geode/distributed/internal/ClusterDistributionManager.java,java,FeatureEnvy,removeHealthMonitor,0
MLCQ_7834065_LargeClass,geode-core/src/main/java/org/apache/geode/internal/SystemTimer.java,java,LargeClass,SystemTimerTask,0
MLCQ_7834065_DataClass,geode-core/src/main/java/org/apache/geode/internal/SystemTimer.java,java,DataClass,SystemTimerTask,0
MLCQ_7880048_LargeClass,src-gen/com/facebook/buck/log/thrift/rulekeys/BuildTarget.java,java,LargeClass,BuildTargetTupleSchemeFactory,0
MLCQ_7880048_DataClass,src-gen/com/facebook/buck/log/thrift/rulekeys/BuildTarget.java,java,DataClass,BuildTargetTupleSchemeFactory,0
MLCQ_7880496_LongMethod,src-gen/com/facebook/buck/distributed/thrift/AppendBuildSlaveEventsResponse.java,java,LongMethod,write,0
MLCQ_7880496_FeatureEnvy,src-gen/com/facebook/buck/distributed/thrift/AppendBuildSlaveEventsResponse.java,java,FeatureEnvy,write,0
MLCQ_7880833_LongMethod,src-gen/com/facebook/buck/distributed/thrift/Digest.java,java,LongMethod,read,0
MLCQ_7880833_FeatureEnvy,src-gen/com/facebook/buck/distributed/thrift/Digest.java,java,FeatureEnvy,read,0
MLCQ_7883291_FeatureEnvy,src-gen/com/facebook/buck/log/thrift/rulekeys/NonHashedPath.java,java,FeatureEnvy,clear,0
MLCQ_7883291_LongMethod,src-gen/com/facebook/buck/log/thrift/rulekeys/NonHashedPath.java,java,LongMethod,clear,0
MLCQ_7883024_LongMethod,third-party/java/dx/src/com/android/dx/cf/code/SimException.java,java,LongMethod,SimException,0
MLCQ_7883024_FeatureEnvy,third-party/java/dx/src/com/android/dx/cf/code/SimException.java,java,FeatureEnvy,SimException,0
MLCQ_7885799_FeatureEnvy,src/com/facebook/buck/cli/bootstrapper/MemoryHandler.java,java,FeatureEnvy,close,0
MLCQ_7885799_LongMethod,src/com/facebook/buck/cli/bootstrapper/MemoryHandler.java,java,LongMethod,close,0
MLCQ_7898105_DataClass,src/com/facebook/buck/cli/AbstractInstallResult.java,java,DataClass,AbstractInstallResult,0
MLCQ_7898105_LargeClass,src/com/facebook/buck/cli/AbstractInstallResult.java,java,LargeClass,AbstractInstallResult,0
MLCQ_7886991_LargeClass,src/com/facebook/buck/event/ActionGraphEvent.java,java,LargeClass,Miss,0
MLCQ_7886991_DataClass,src/com/facebook/buck/event/ActionGraphEvent.java,java,DataClass,Miss,0
MLCQ_7900059_LongMethod,src/com/facebook/buck/core/model/BuildId.java,java,LongMethod,hashCode,0
MLCQ_7900059_FeatureEnvy,src/com/facebook/buck/core/model/BuildId.java,java,FeatureEnvy,hashCode,0
MLCQ_7902148_LongMethod,third-party/java/dx/tests/065-dex-new-array/Blort.java,java,LongMethod,test5,0
MLCQ_7902148_FeatureEnvy,third-party/java/dx/tests/065-dex-new-array/Blort.java,java,FeatureEnvy,test5,0
MLCQ_7777067_LongMethod,processing/src/main/java/org/apache/druid/segment/virtual/ExpressionSelectors.java,java,LongMethod,supplierFromDimensionSelector,0
MLCQ_7777067_FeatureEnvy,processing/src/main/java/org/apache/druid/segment/virtual/ExpressionSelectors.java,java,FeatureEnvy,supplierFromDimensionSelector,1
MLCQ_7902495_LongMethod,src/com/facebook/buck/log/GlobalStateManager.java,java,LongMethod,createReferenceCountedWriter,0
MLCQ_7902495_FeatureEnvy,src/com/facebook/buck/log/GlobalStateManager.java,java,FeatureEnvy,createReferenceCountedWriter,0
MLCQ_7910366_FeatureEnvy,src/com/facebook/buck/slb/ThriftUtil.java,java,FeatureEnvy,newProtocolInstance,0
MLCQ_7910366_LongMethod,src/com/facebook/buck/slb/ThriftUtil.java,java,LongMethod,newProtocolInstance,0
MLCQ_7911805_LargeClass,src/com/facebook/buck/cxx/toolchain/SharedLibraryInterfaceParams.java,java,LargeClass,SharedLibraryInterfaceParams,0
MLCQ_7911805_DataClass,src/com/facebook/buck/cxx/toolchain/SharedLibraryInterfaceParams.java,java,DataClass,SharedLibraryInterfaceParams,0
MLCQ_7918920_LargeClass,plugins/org.eclipse.bpmn2.modeler.runtime.jboss.jbpm/src/org/eclipse/bpmn2/modeler/runtime/jboss/jbpm5/model/bpsim/FloatingParameterType.java,java,LargeClass,FloatingParameterType,0
MLCQ_7918920_DataClass,plugins/org.eclipse.bpmn2.modeler.runtime.jboss.jbpm/src/org/eclipse/bpmn2/modeler/runtime/jboss/jbpm5/model/bpsim/FloatingParameterType.java,java,DataClass,FloatingParameterType,0
MLCQ_7882655_LongMethod,src-gen/com/facebook/buck/distributed/thrift/FetchRuleKeyLogsRequest.java,java,LongMethod,read,1
MLCQ_7882655_FeatureEnvy,src-gen/com/facebook/buck/distributed/thrift/FetchRuleKeyLogsRequest.java,java,FeatureEnvy,read,0
MLCQ_7926598_FeatureEnvy,plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/property/tasks/MultiInstanceLoopCharacteristicsDetailComposite.java,java,FeatureEnvy,MultiInstanceLoopCharacteristicsDetailComposite,0
MLCQ_7926598_LongMethod,plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/property/tasks/MultiInstanceLoopCharacteristicsDetailComposite.java,java,LongMethod,MultiInstanceLoopCharacteristicsDetailComposite,0
MLCQ_7926879_LargeClass,plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/preferences/Bpmn2EditorAppearancePreferencePage.java,java,LargeClass,ShapeStyleList,0
MLCQ_7926879_DataClass,plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/preferences/Bpmn2EditorAppearancePreferencePage.java,java,DataClass,ShapeStyleList,0
MLCQ_7927203_LargeClass,plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/features/lane/RotateLaneFeature.java,java,LargeClass,RotateLaneFeature,0
MLCQ_7927203_DataClass,plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/features/lane/RotateLaneFeature.java,java,DataClass,RotateLaneFeature,0
MLCQ_7926125_LongMethod,plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/features/flow/AssociationFeatureContainer.java,java,LongMethod,updateNeeded,0
MLCQ_7926125_FeatureEnvy,plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/features/flow/AssociationFeatureContainer.java,java,FeatureEnvy,updateNeeded,0
MLCQ_7926909_FeatureEnvy,plugins/org.eclipse.bpmn2.modeler.core/src/org/eclipse/bpmn2/modeler/core/utils/GraphicsUtil.java,java,FeatureEnvy,LineSegment,0
MLCQ_7926909_LongMethod,plugins/org.eclipse.bpmn2.modeler.core/src/org/eclipse/bpmn2/modeler/core/utils/GraphicsUtil.java,java,LongMethod,LineSegment,0
MLCQ_7921668_LargeClass,plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/features/activity/task/ServiceTaskFeatureContainer.java,java,LargeClass,ServiceTaskFeatureContainer,0
MLCQ_7921668_DataClass,plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/features/activity/task/ServiceTaskFeatureContainer.java,java,DataClass,ServiceTaskFeatureContainer,0
MLCQ_7927736_FeatureEnvy,plugins/org.eclipse.bpmn2.modeler.runtime.jboss.jbpm/src/org/eclipse/bpmn2/modeler/runtime/jboss/jbpm5/model/bpsim/impl/BpsimPackageImpl.java,java,FeatureEnvy,getEnumParameterType_ParameterValue,0
MLCQ_7927736_LongMethod,plugins/org.eclipse.bpmn2.modeler.runtime.jboss.jbpm/src/org/eclipse/bpmn2/modeler/runtime/jboss/jbpm5/model/bpsim/impl/BpsimPackageImpl.java,java,LongMethod,getEnumParameterType_ParameterValue,0
MLCQ_7929441_LongMethod,org.eclipse.draw2d/src/org/eclipse/draw2d/ImageFigure.java,java,LongMethod,ImageFigure,0
MLCQ_7929441_FeatureEnvy,org.eclipse.draw2d/src/org/eclipse/draw2d/ImageFigure.java,java,FeatureEnvy,ImageFigure,0
MLCQ_7928090_FeatureEnvy,plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/editor/BPMN2EditorUpdateBehavior.java,java,FeatureEnvy,handleError,0
MLCQ_7928090_LongMethod,plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/editor/BPMN2EditorUpdateBehavior.java,java,LongMethod,handleError,0
MLCQ_7925698_LargeClass,plugins/org.eclipse.bpmn2.modeler.core/src/org/eclipse/bpmn2/modeler/core/features/event/EventSelectionBehavior.java,java,LargeClass,EventSelectionBehavior,0
MLCQ_7925698_DataClass,plugins/org.eclipse.bpmn2.modeler.core/src/org/eclipse/bpmn2/modeler/core/features/event/EventSelectionBehavior.java,java,DataClass,EventSelectionBehavior,0
MLCQ_7928407_FeatureEnvy,plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/editor/BPMN2MultiPageEditor.java,java,FeatureEnvy,addPage,0
MLCQ_7928407_LongMethod,plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/editor/BPMN2MultiPageEditor.java,java,LongMethod,addPage,0
MLCQ_7927341_DataClass,plugins/org.eclipse.bpmn2.modeler.runtime.jboss.jbpm/src/org/eclipse/bpmn2/modeler/runtime/jboss/jbpm5/model/drools/impl/DroolsFactoryImpl.java,java,DataClass,DroolsFactoryImpl,0
MLCQ_7927341_LargeClass,plugins/org.eclipse.bpmn2.modeler.runtime.jboss.jbpm/src/org/eclipse/bpmn2/modeler/runtime/jboss/jbpm5/model/drools/impl/DroolsFactoryImpl.java,java,LargeClass,DroolsFactoryImpl,0
MLCQ_7938128_LargeClass,org.eclipse.gef.examples.logic/src/org/eclipse/gef/examples/logicdesigner/edit/TreePartFactory.java,java,LargeClass,TreePartFactory,0
MLCQ_7938128_DataClass,org.eclipse.gef.examples.logic/src/org/eclipse/gef/examples/logicdesigner/edit/TreePartFactory.java,java,DataClass,TreePartFactory,0
MLCQ_7928347_FeatureEnvy,plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/property/dialogs/ViewerFileFilter.java,java,FeatureEnvy,select,0
MLCQ_7928347_LongMethod,plugins/org.eclipse.bpmn2.modeler.ui/src/org/eclipse/bpmn2/modeler/ui/property/dialogs/ViewerFileFilter.java,java,LongMethod,select,1
MLCQ_7928095_LongMethod,plugins/org.eclipse.bpmn2.modeler.core/src/org/eclipse/bpmn2/modeler/core/merrimac/clad/ListAndDetailCompositeBase.java,java,LongMethod,initialize,0
MLCQ_7928095_FeatureEnvy,plugins/org.eclipse.bpmn2.modeler.core/src/org/eclipse/bpmn2/modeler/core/merrimac/clad/ListAndDetailCompositeBase.java,java,FeatureEnvy,initialize,0
MLCQ_7938714_DataClass,org.eclipse.gef/src/org/eclipse/gef/handles/BendpointCreationHandle.java,java,DataClass,BendpointCreationHandle,0
MLCQ_7938714_LargeClass,org.eclipse.gef/src/org/eclipse/gef/handles/BendpointCreationHandle.java,java,LargeClass,BendpointCreationHandle,0
MLCQ_7997794_LargeClass,org.eclipse.xtext.extras.tests/src-gen2/org/eclipse/xtext/generator/ecore/parser/antlr/internal/InternalSubTestLanguageParser.java,java,LargeClass,FollowSets000,0
MLCQ_7997794_DataClass,org.eclipse.xtext.extras.tests/src-gen2/org/eclipse/xtext/generator/ecore/parser/antlr/internal/InternalSubTestLanguageParser.java,java,DataClass,FollowSets000,0
MLCQ_7961905_DataClass,org.eclipse.titan.designer/src/org/eclipse/titan/designer/editors/ttcn3editor/DocumentSetupParticipant.java,java,DataClass,DocumentSetupParticipant,0
MLCQ_7961905_LargeClass,org.eclipse.titan.designer/src/org/eclipse/titan/designer/editors/ttcn3editor/DocumentSetupParticipant.java,java,LargeClass,DocumentSetupParticipant,0
MLCQ_8009118_LongMethod,org.eclipse.titan.runtime/src/org/eclipse/titan/runtime/core/TitanLoggerApi.java,java,LongMethod,TimerAnyTimeoutType_template,0
MLCQ_8009118_FeatureEnvy,org.eclipse.titan.runtime/src/org/eclipse/titan/runtime/core/TitanLoggerApi.java,java,FeatureEnvy,TimerAnyTimeoutType_template,0
MLCQ_8003657_LargeClass,org.eclipse.xtext.xtext.ui.examples/projects/domainmodel/org.eclipse.xtext.example.domainmodel.ui/src-gen/org/eclipse/xtext/example/domainmodel/ui/contentassist/AbstractDomainmodelProposalProvider.java,java,LargeClass,AbstractDomainmodelProposalProvider,0
MLCQ_8003657_DataClass,org.eclipse.xtext.xtext.ui.examples/projects/domainmodel/org.eclipse.xtext.example.domainmodel.ui/src-gen/org/eclipse/xtext/example/domainmodel/ui/contentassist/AbstractDomainmodelProposalProvider.java,java,DataClass,AbstractDomainmodelProposalProvider,0
MLCQ_8009299_LongMethod,org.eclipse.titanium/src/org/eclipse/titanium/graph/gui/layouts/TitaniumDAGLayout.java,java,LongMethod,TitaniumDAGLayout,0
MLCQ_8009299_FeatureEnvy,org.eclipse.titanium/src/org/eclipse/titanium/graph/gui/layouts/TitaniumDAGLayout.java,java,FeatureEnvy,TitaniumDAGLayout,0
MLCQ_8017975_LongMethod,org.eclipse.titan.designer/src/org/eclipse/titan/designer/AST/TTCN3/types/subtypes/StringSetConstraint.java,java,LongMethod,intersection,0
MLCQ_8017975_FeatureEnvy,org.eclipse.titan.designer/src/org/eclipse/titan/designer/AST/TTCN3/types/subtypes/StringSetConstraint.java,java,FeatureEnvy,intersection,0
MLCQ_8025832_FeatureEnvy,org.eclipse.xtext.ui.tests/src-gen/org/eclipse/xtext/ui/tests/editor/contentassist/services/Bug348427TestLanguageGrammarAccess.java,java,FeatureEnvy,getRule,0
MLCQ_8025832_LongMethod,org.eclipse.xtext.ui.tests/src-gen/org/eclipse/xtext/ui/tests/editor/contentassist/services/Bug348427TestLanguageGrammarAccess.java,java,LongMethod,getRule,0
MLCQ_8009401_LargeClass,org.eclipse.xtext.ui.tests/src-gen/org/eclipse/xtext/ui/tests/linking/parser/antlr/internal/InternalImportUriUiTestLanguageParser.java,java,LargeClass,InternalImportUriUiTestLanguageParser,0
MLCQ_8009401_DataClass,org.eclipse.xtext.ui.tests/src-gen/org/eclipse/xtext/ui/tests/linking/parser/antlr/internal/InternalImportUriUiTestLanguageParser.java,java,DataClass,InternalImportUriUiTestLanguageParser,0
MLCQ_8025955_LongMethod,org.eclipse.xtext.xbase.junit/xtend-gen/org/eclipse/xtext/xbase/junit/typesystem/PublicResolvedTypes.java,java,LongMethod,PublicResolvedTypes,0
MLCQ_8025955_FeatureEnvy,org.eclipse.xtext.xbase.junit/xtend-gen/org/eclipse/xtext/xbase/junit/typesystem/PublicResolvedTypes.java,java,FeatureEnvy,PublicResolvedTypes,0
MLCQ_8026786_LongMethod,org.eclipse.xtext.ui.tests/src-gen/org/eclipse/xtext/ui/tests/editor/contentassist/services/BacktrackingContentAssistTestLanguageGrammarAccess.java,java,LongMethod,getInitExpressionExpressionParserRuleCall_4_0,0
MLCQ_8026786_FeatureEnvy,org.eclipse.xtext.ui.tests/src-gen/org/eclipse/xtext/ui/tests/editor/contentassist/services/BacktrackingContentAssistTestLanguageGrammarAccess.java,java,FeatureEnvy,getInitExpressionExpressionParserRuleCall_4_0,0
MLCQ_8027029_LongMethod,org.eclipse.xtext.ui.tests/src-gen/org/eclipse/xtext/ui/tests/editor/contentassist/contentAssistContextTest/impl/ContentAssistContextTestPackageImpl.java,java,LongMethod,getThirdLevelB1_Name,0
MLCQ_8027029_FeatureEnvy,org.eclipse.xtext.ui.tests/src-gen/org/eclipse/xtext/ui/tests/editor/contentassist/contentAssistContextTest/impl/ContentAssistContextTestPackageImpl.java,java,FeatureEnvy,getThirdLevelB1_Name,0
MLCQ_8004086_LargeClass,org.eclipse.xtext.ui.tests/src-gen/org/eclipse/xtext/ui/tests/editor/contentassist/unorderedGroupsTest/impl/LoopedModelImpl.java,java,LargeClass,LoopedModelImpl,0
MLCQ_8004086_DataClass,org.eclipse.xtext.ui.tests/src-gen/org/eclipse/xtext/ui/tests/editor/contentassist/unorderedGroupsTest/impl/LoopedModelImpl.java,java,DataClass,LoopedModelImpl,0
MLCQ_8026269_DataClass,org.eclipse.xtext.ui/src/org/eclipse/xtext/ui/wizard/AbstractPluginProjectCreator.java,java,DataClass,AbstractPluginProjectCreator,0
MLCQ_8026269_LargeClass,org.eclipse.xtext.ui/src/org/eclipse/xtext/ui/wizard/AbstractPluginProjectCreator.java,java,LargeClass,AbstractPluginProjectCreator,0
MLCQ_8023829_DataClass,org.eclipse.titanium.refactoring/src/org/eclipse/titanium/refactoring/fieldordering/ChangeCreator.java,java,DataClass,ChangeCreator,0
MLCQ_8023829_LargeClass,org.eclipse.titanium.refactoring/src/org/eclipse/titanium/refactoring/fieldordering/ChangeCreator.java,java,LargeClass,ChangeCreator,1
MLCQ_8049687_FeatureEnvy,org.eclipse.xtext.xbase.ide/src-gen/org/eclipse/xtext/xbase/annotations/ide/contentassist/antlr/internal/InternalXbaseWithAnnotationsParser.java,java,FeatureEnvy,rule__XCastedExpression__Group__1,0
MLCQ_8049687_LongMethod,org.eclipse.xtext.xbase.ide/src-gen/org/eclipse/xtext/xbase/annotations/ide/contentassist/antlr/internal/InternalXbaseWithAnnotationsParser.java,java,LongMethod,rule__XCastedExpression__Group__1,0
MLCQ_8048739_LongMethod,org.eclipse.xtext/emf-gen/org/eclipse/xtext/impl/CompositeConditionImpl.java,java,LongMethod,getLeft,0
MLCQ_8048739_FeatureEnvy,org.eclipse.xtext/emf-gen/org/eclipse/xtext/impl/CompositeConditionImpl.java,java,FeatureEnvy,getLeft,0
MLCQ_8049293_DataClass,org.eclipse.xtext/src/org/eclipse/xtext/parsetree/reconstr/impl/AbstractParseTreeConstructor.java,java,DataClass,GroupToken,0
MLCQ_8049293_LargeClass,org.eclipse.xtext/src/org/eclipse/xtext/parsetree/reconstr/impl/AbstractParseTreeConstructor.java,java,LargeClass,GroupToken,0
MLCQ_8050224_LargeClass,org.eclipse.xtext.ui/src/org/eclipse/xtext/ui/editor/contentassist/ITemplateAcceptor.java,java,LargeClass,Delegate,0
MLCQ_8050224_DataClass,org.eclipse.xtext.ui/src/org/eclipse/xtext/ui/editor/contentassist/ITemplateAcceptor.java,java,DataClass,Delegate,0
MLCQ_8049248_LongMethod,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/serializer/serializer/SequencerTestLanguageSemanticSequencer.java,java,LongMethod,sequence_Fragment1_FragmentCaller,0
MLCQ_8049248_FeatureEnvy,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/serializer/serializer/SequencerTestLanguageSemanticSequencer.java,java,FeatureEnvy,sequence_Fragment1_FragmentCaller,0
MLCQ_8049187_DataClass,org.eclipse.xtext/src/org/eclipse/xtext/serializer/sequencer/ISemanticNodeProvider.java,java,DataClass,ISemanticNodeProvider,0
MLCQ_8049187_LargeClass,org.eclipse.xtext/src/org/eclipse/xtext/serializer/sequencer/ISemanticNodeProvider.java,java,LargeClass,ISemanticNodeProvider,0
MLCQ_8025468_LargeClass,org.eclipse.xtext.xbase.ui/src/org/eclipse/xtext/xbase/ui/editor/actions/ImportsAwareClipboardAction.java,java,LargeClass,ImportsAwareClipboardAction,0
MLCQ_8025468_DataClass,org.eclipse.xtext.xbase.ui/src/org/eclipse/xtext/xbase/ui/editor/actions/ImportsAwareClipboardAction.java,java,DataClass,ImportsAwareClipboardAction,0
MLCQ_8050493_FeatureEnvy,org.eclipse.titan.regressiontests/src/org/eclipse/titan/regressiontests/designer/statictests/Basic_tests/AST_Syntax_warning_tests.java,java,FeatureEnvy,namingConvention_ttcn,0
MLCQ_8050493_LongMethod,org.eclipse.titan.regressiontests/src/org/eclipse/titan/regressiontests/designer/statictests/Basic_tests/AST_Syntax_warning_tests.java,java,LongMethod,namingConvention_ttcn,0
MLCQ_8049118_DataClass,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/validation/services/ConcreteSyntaxValidationTestLanguageGrammarAccess.java,java,DataClass,GroupMultiplicitiesElements,1
MLCQ_8049118_LargeClass,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/validation/services/ConcreteSyntaxValidationTestLanguageGrammarAccess.java,java,LargeClass,GroupMultiplicitiesElements,0
MLCQ_8052959_FeatureEnvy,org.eclipse.xtext.tests/src/org/eclipse/xtext/serializer/SequencerTestLanguageRuntimeModule.java,java,FeatureEnvy,getScope,0
MLCQ_8052959_LongMethod,org.eclipse.xtext.tests/src/org/eclipse/xtext/serializer/SequencerTestLanguageRuntimeModule.java,java,LongMethod,getScope,0
MLCQ_8049874_LongMethod,org.eclipse.xtext.ui.tests/src-gen/org/eclipse/xtext/ui/tests/editor/contentassist/ide/contentassist/antlr/internal/InternalUnorderedGroupsTestLanguageParser.java,java,LongMethod,rule__MandatoryModel__Group__2,0
MLCQ_8049874_FeatureEnvy,org.eclipse.xtext.ui.tests/src-gen/org/eclipse/xtext/ui/tests/editor/contentassist/ide/contentassist/antlr/internal/InternalUnorderedGroupsTestLanguageParser.java,java,FeatureEnvy,rule__MandatoryModel__Group__2,0
MLCQ_8073031_LargeClass,org.eclipse.xtext.ide/src/org/eclipse/xtext/ide/serializer/impl/EObjectDescriptionProvider.java,java,LargeClass,SimpleNameDescription,0
MLCQ_8073031_DataClass,org.eclipse.xtext.ide/src/org/eclipse/xtext/ide/serializer/impl/EObjectDescriptionProvider.java,java,DataClass,SimpleNameDescription,0
MLCQ_8049607_LongMethod,org.eclipse.titan.designer/src/org/eclipse/titan/designer/AST/TTCN3/templates/Referenced_Template.java,java,LongMethod,Referenced_Template,0
MLCQ_8049607_FeatureEnvy,org.eclipse.titan.designer/src/org/eclipse/titan/designer/AST/TTCN3/templates/Referenced_Template.java,java,FeatureEnvy,Referenced_Template,0
MLCQ_8080847_LongMethod,org.eclipse.xtext.xbase.testlanguages.ide/src-gen/org/eclipse/xtext/xbase/testlanguages/bug462047/ide/contentassist/antlr/internal/InternalBug462047LangParser.java,java,LongMethod,rule__XShortClosure__Group_0__0__Impl,0
MLCQ_8080847_FeatureEnvy,org.eclipse.xtext.xbase.testlanguages.ide/src-gen/org/eclipse/xtext/xbase/testlanguages/bug462047/ide/contentassist/antlr/internal/InternalBug462047LangParser.java,java,FeatureEnvy,rule__XShortClosure__Group_0__0__Impl,0
MLCQ_8089702_DataClass,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/resource/bug385636/Expression_Not_Greater.java,java,DataClass,Expression_Not_Greater,0
MLCQ_8089702_LargeClass,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/resource/bug385636/Expression_Not_Greater.java,java,LargeClass,Expression_Not_Greater,0
MLCQ_8082495_LargeClass,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/encoding/encodingTest/util/EncodingTestSwitch.java,java,LargeClass,EncodingTestSwitch,0
MLCQ_8082495_DataClass,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parser/encoding/encodingTest/util/EncodingTestSwitch.java,java,DataClass,EncodingTestSwitch,0
MLCQ_8088678_LongMethod,org.eclipse.xtext.tests/emf-gen/org/eclipse/xtext/generator/grammarAccess/ametamodel/asubpackage/impl/AModelImpl.java,java,LongMethod,eIsSet,0
MLCQ_8088678_FeatureEnvy,org.eclipse.xtext.tests/emf-gen/org/eclipse/xtext/generator/grammarAccess/ametamodel/asubpackage/impl/AModelImpl.java,java,FeatureEnvy,eIsSet,0
MLCQ_8099651_LargeClass,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parsetree/impl/bug305397/impl/ElementImpl.java,java,LargeClass,ElementImpl,0
MLCQ_8099651_DataClass,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/parsetree/impl/bug305397/impl/ElementImpl.java,java,DataClass,ElementImpl,1
MLCQ_8155972_LongMethod,axis-rt-core/src/main/java/org/apache/axis/message/MessageElement.java,java,LongMethod,addAttribute,0
MLCQ_8155972_FeatureEnvy,axis-rt-core/src/main/java/org/apache/axis/message/MessageElement.java,java,FeatureEnvy,addAttribute,0
MLCQ_8092397_LongMethod,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/valueconverter/serializer/Bug250313SemanticSequencer.java,java,LongMethod,sequence,0
MLCQ_8092397_FeatureEnvy,org.eclipse.xtext.tests/src-gen/org/eclipse/xtext/valueconverter/serializer/Bug250313SemanticSequencer.java,java,FeatureEnvy,sequence,0
MLCQ_8155488_DataClass,samples/transport-sample/src/main/java/samples/transport/tcp/TCPSender.java,java,DataClass,TCPSender,0
MLCQ_8155488_LargeClass,samples/transport-sample/src/main/java/samples/transport/tcp/TCPSender.java,java,LargeClass,TCPSender,1
MLCQ_8167612_DataClass,activemq-broker/src/main/java/org/apache/activemq/broker/region/policy/AbstractDeadLetterStrategy.java,java,DataClass,AbstractDeadLetterStrategy,0
