project_id,file_name,language,framework,lines_of_code,cyclomatic_complexity,num_methods,num_classes,code_smell_type,smell_severity,refactoring_suggested,refactoring_applied,pre_refactor_complexity,post_refactor_complexity,technical_debt_minutes,maintainability_index,bug_prone_score,developer_experience_years
1675,file_17566.py,Java,Flask,1686,32,68,8,Shotgun Surgery,Critical,Replace Conditional with Polymorphism,1,50,10,385,10.09,0.729,5
3439,file_17567.py,Java,Django,299,16,55,3,Temporary Field,Critical,Extract Class,1,6,32,277,92.16,0.108,6
6587,file_17568.py,Java,Angular,1790,2,24,14,Message Chains,Major,Move Method,0,41,20,378,76.97,0.76,16
8131,file_17576.py,Java,Flask,433,13,4,15,Inappropriate Intimacy,Critical,Extract Class,1,56,24,20,32.5,0.133,15
2312,file_17577.py,Java,Flask,1698,4,70,10,Large Class,Minor,Replace Conditional with Polymorphism,1,58,8,136,44.33,0.804,10
2285,file_17581.py,Java,Django,1825,44,9,16,Shotgun Surgery,Critical,Extract Method,1,38,3,477,21.04,0.579,9
8852,file_17582.py,Java,Spring,1140,45,49,9,Message Chains,Critical,Extract Method,1,33,18,380,82.89,0.707,1
9726,file_17583.py,Java,,540,31,79,9,God Class,Critical,Encapsulate Field,0,9,20,267,72.0,0.298,14
1645,file_17587.py,Java,React,1574,45,76,19,Speculative Generality,Critical,Extract Method,0,46,1,308,54.46,0.231,0
8084,file_17594.py,Java,Flask,1338,44,34,3,Inappropriate Intimacy,Minor,Rename Variable,1,24,39,75,58.69,0.527,18
8433,file_17599.py,Java,,502,31,52,9,Long Method,Major,Introduce Parameter Object,1,28,28,492,84.51,0.109,13
1218,file_17602.py,Java,,111,13,34,5,God Class,Critical,Inline Method,1,55,37,34,93.09,0.843,10
6131,file_17604.py,Java,,1448,43,73,13,Speculative Generality,Critical,Rename Variable,0,52,17,408,88.65,0.198,10
2539,file_17605.py,Java,,1218,28,16,7,Duplicated Code,Minor,Extract Method,1,19,10,196,64.31,0.819,8
6064,file_17609.py,Java,Django,1495,19,79,11,Long Method,Minor,Simplify Conditional,1,31,22,98,99.97,0.525,11
4648,file_17610.py,Java,React,1512,15,25,14,Feature Envy,Major,Simplify Conditional,1,36,2,214,73.43,0.92,10
9524,file_17619.py,Java,Flask,1472,36,39,4,Long Method,Minor,Extract Method,1,7,17,294,24.6,0.52,10
5661,file_17621.py,Java,,1330,34,6,10,Inappropriate Intimacy,Major,Introduce Parameter Object,0,8,32,200,39.38,0.416,5
9123,file_17625.py,Java,Spring,62,43,2,5,Long Method,Major,Inline Method,0,6,29,163,80.85,0.65,4
4467,file_17629.py,Java,Angular,692,19,75,14,Message Chains,Minor,Extract Class,0,30,18,102,41.77,0.924,12
6333,file_17651.py,Java,Angular,1050,12,53,13,Shotgun Surgery,Major,Extract Class,1,14,20,250,57.52,0.96,3
1149,file_17660.py,Java,Spring,1771,23,17,19,Primitive Obsession,Minor,Encapsulate Field,0,28,35,495,76.01,0.821,2
6180,file_17664.py,Java,Django,44,14,71,11,Shotgun Surgery,Critical,Replace Conditional with Polymorphism,0,15,13,370,78.82,0.581,13
7569,file_17673.py,Java,Angular,1807,13,36,17,Primitive Obsession,Critical,Inline Method,1,32,39,462,84.87,0.011,18
1542,file_17683.py,Java,,1340,9,65,13,Data Clumps,Critical,Encapsulate Field,1,49,7,61,19.11,0.45,7
3765,file_17685.py,Java,,662,8,77,18,God Class,Major,Move Method,0,41,39,79,48.82,0.183,7
7890,file_17689.py,Java,,1755,37,37,1,Large Class,Minor,Extract Method,1,48,16,69,90.31,0.357,11
4571,file_17690.py,Java,Spring,955,4,57,17,Duplicated Code,Minor,Simplify Conditional,1,49,39,214,75.64,0.429,11
9566,file_17694.py,Java,React,631,8,28,15,Large Class,Critical,Extract Method,1,43,17,288,35.42,0.042,9
7351,file_17715.py,Java,Angular,1358,29,49,16,Temporary Field,Minor,Remove Dead Code,0,16,38,119,59.88,0.076,11
4974,file_17716.py,Java,React,872,16,22,7,Primitive Obsession,Critical,Inline Method,1,37,8,357,62.59,0.445,5
3302,file_17723.py,Java,Django,375,22,18,7,Primitive Obsession,Critical,Move Method,1,38,30,428,36.18,0.015,9
3998,file_17729.py,Java,Angular,1167,44,60,1,Shotgun Surgery,Minor,Encapsulate Field,1,8,36,175,88.32,0.872,15
8971,file_17730.py,Java,Spring,995,47,52,4,Duplicated Code,Critical,Remove Dead Code,1,44,35,277,18.31,0.019,13
5133,file_17732.py,Java,Spring,1957,14,57,3,Switch Statements,Major,Encapsulate Field,0,47,28,206,87.64,0.084,1
8527,file_17735.py,Java,React,298,39,20,10,Large Class,Major,Split Class,0,52,33,48,46.5,0.695,18
4505,file_17745.py,Java,React,1942,25,53,5,God Class,Major,Replace Conditional with Polymorphism,0,37,23,291,21.44,0.964,13
9091,file_17756.py,Java,Angular,1128,47,3,13,Lazy Class,Minor,Inline Method,0,46,33,120,39.29,0.893,10
9567,file_17761.py,Java,React,972,36,49,6,God Class,Critical,Remove Dead Code,1,25,8,244,46.48,0.062,19
4604,file_17764.py,Java,React,385,16,27,15,Dead Code,Major,Remove Dead Code,1,9,6,426,80.42,0.485,4
8732,file_17775.py,Java,,135,44,43,2,Switch Statements,Major,Simplify Conditional,1,31,14,258,83.21,0.324,5
2976,file_17783.py,Java,Spring,289,37,69,12,Long Method,Minor,Encapsulate Field,1,27,35,35,71.92,0.983,11
5570,file_17793.py,Java,Angular,1206,3,42,18,Lazy Class,Minor,Simplify Conditional,0,37,16,403,11.05,0.491,18
3028,file_17814.py,Java,Spring,755,26,16,7,Temporary Field,Major,Split Class,0,9,6,55,30.4,0.353,14
7233,file_17815.py,Java,,1313,6,79,8,God Class,Minor,Move Method,0,14,19,413,49.83,0.985,1
4340,file_17819.py,Java,Flask,1716,9,8,10,Inappropriate Intimacy,Major,Introduce Parameter Object,0,16,11,122,76.01,0.032,19
2378,file_17827.py,Java,,1094,6,63,5,Shotgun Surgery,Minor,Encapsulate Field,1,21,13,349,65.54,0.197,19
1929,file_17829.py,Java,Django,1809,4,76,3,Primitive Obsession,Minor,Extract Class,0,30,31,296,66.2,0.702,1
8572,file_17831.py,Java,Flask,953,32,32,9,Duplicated Code,Major,Move Method,0,42,33,457,45.82,0.134,4
2689,file_17834.py,Java,Spring,589,45,3,6,Speculative Generality,Major,Inline Method,0,25,19,101,16.38,0.808,1
7776,file_17837.py,Java,React,1428,1,19,4,Long Method,Major,Replace Conditional with Polymorphism,0,46,24,472,15.99,0.433,4
6262,file_17855.py,Java,Flask,1670,42,51,9,Dead Code,Major,Inline Method,1,59,6,416,64.48,0.823,15
6248,file_17866.py,Java,,276,23,73,16,Data Clumps,Minor,Replace Conditional with Polymorphism,0,11,32,15,72.59,0.094,18
4429,file_17867.py,Java,Flask,927,10,77,2,Temporary Field,Minor,Simplify Conditional,0,25,3,460,32.36,0.243,1
6704,file_17874.py,Java,Angular,497,7,38,14,Switch Statements,Critical,Rename Variable,0,28,11,381,84.49,0.396,2
2522,file_17877.py,Java,React,1264,17,5,6,Lazy Class,Critical,Split Class,0,16,11,447,38.73,0.26,15
5724,file_17884.py,Java,Flask,1344,8,68,5,Inappropriate Intimacy,Major,Move Method,1,9,39,353,55.16,0.013,17
2287,file_17886.py,Java,Flask,20,10,34,7,Data Clumps,Minor,Rename Variable,1,21,2,13,28.0,0.833,8
5954,file_17888.py,Java,Angular,1258,5,46,8,Temporary Field,Critical,Remove Dead Code,1,45,17,203,34.14,0.426,1
4017,file_17904.py,Java,Django,73,7,56,15,Feature Envy,Minor,Extract Class,0,28,8,202,83.25,0.494,16
8811,file_17905.py,Java,Flask,67,49,26,12,Large Class,Critical,Inline Method,1,28,22,407,32.64,0.039,5
3047,file_17914.py,Java,React,436,22,12,2,Lazy Class,Major,Replace Conditional with Polymorphism,1,15,25,331,26.2,0.042,16
4097,file_17919.py,Java,React,1580,23,73,17,Feature Envy,Major,Rename Variable,0,13,22,262,32.45,0.733,3
2025,file_17921.py,Java,,1320,14,17,2,Message Chains,Minor,Encapsulate Field,1,53,14,479,51.34,0.649,15
5403,file_17926.py,Java,Django,94,16,75,19,Shotgun Surgery,Critical,Move Method,1,54,36,219,75.66,0.591,10
4358,file_17928.py,Java,Flask,1896,46,38,4,Data Clumps,Major,Inline Method,0,54,19,259,50.48,0.581,13
3971,file_17933.py,Java,Spring,63,2,70,18,Long Method,Minor,Simplify Conditional,1,40,17,425,80.03,0.779,11
1633,file_17947.py,Java,React,1775,31,54,18,Primitive Obsession,Major,Inline Method,0,14,13,365,60.69,0.125,17
1856,file_17953.py,Java,Spring,711,27,1,4,Switch Statements,Critical,Move Method,1,54,39,180,83.1,0.189,7
7777,file_17971.py,Java,Flask,1593,34,66,7,Large Class,Minor,Rename Variable,1,26,26,237,10.32,0.55,10
5407,file_17973.py,Java,Angular,275,35,53,6,Switch Statements,Minor,Extract Method,1,56,25,327,59.17,0.216,1
3412,file_17980.py,Java,Django,1119,45,39,5,Inappropriate Intimacy,Critical,Extract Method,1,52,33,441,83.15,0.269,9
4182,file_17982.py,Java,React,850,40,6,5,Primitive Obsession,Major,Simplify Conditional,1,27,1,418,35.54,0.825,4
2014,file_17986.py,Java,Spring,891,37,74,7,Duplicated Code,Major,Introduce Parameter Object,0,43,19,470,40.32,0.353,14
7913,file_17989.py,Java,Spring,568,13,70,18,Feature Envy,Critical,Move Method,0,30,21,77,84.9,0.007,9
3727,file_17990.py,Java,React,783,2,61,3,Speculative Generality,Critical,Introduce Parameter Object,0,30,15,32,71.43,0.571,13
9302,file_17999.py,Java,React,1239,28,39,4,Dead Code,Minor,Split Class,0,53,16,184,26.68,0.566,0
6868,file_18002.py,Java,Spring,1723,42,11,4,Lazy Class,Critical,Simplify Conditional,1,12,13,15,70.51,0.187,4
5464,file_18020.py,Java,Angular,179,22,45,12,Speculative Generality,Minor,Extract Class,1,15,27,96,16.56,0.952,15
9616,file_18040.py,Java,Flask,1895,40,47,10,Shotgun Surgery,Major,Rename Variable,1,30,35,485,80.5,0.492,12
3026,file_18045.py,Java,Spring,808,48,69,7,Long Method,Major,Extract Method,0,30,36,446,60.29,0.296,4
6958,file_18051.py,Java,,731,13,55,2,Data Clumps,Critical,Inline Method,0,40,38,153,52.84,0.554,8
4529,file_18052.py,Java,Django,531,28,61,15,Shotgun Surgery,Critical,Extract Method,0,32,20,168,60.9,0.649,7
2918,file_18053.py,Java,Angular,1814,38,61,6,Inappropriate Intimacy,Minor,Inline Method,1,17,5,26,88.36,0.214,3
8613,file_18077.py,Java,,1125,42,6,1,Feature Envy,Critical,Rename Variable,0,11,16,330,44.21,0.961,18
7714,file_18089.py,Java,Angular,643,42,21,3,Inappropriate Intimacy,Major,Remove Dead Code,1,35,30,299,35.38,0.965,2
9003,file_18091.py,Java,React,1395,39,34,14,Speculative Generality,Major,Replace Conditional with Polymorphism,1,5,19,16,22.32,0.271,11
9106,file_18093.py,Java,,894,40,10,6,Inappropriate Intimacy,Major,Encapsulate Field,1,21,20,194,68.78,0.001,18
1201,file_18094.py,Java,React,1972,22,2,6,Data Clumps,Minor,Remove Dead Code,0,24,20,178,25.27,0.687,8
8860,file_18099.py,Java,Django,474,19,38,19,Switch Statements,Minor,Move Method,1,43,34,246,71.93,0.577,7
1693,file_18103.py,Java,Django,983,15,48,14,Large Class,Critical,Remove Dead Code,1,14,29,310,24.87,0.122,9
5051,file_18109.py,Java,Flask,1169,36,14,17,Dead Code,Major,Simplify Conditional,0,50,20,130,68.98,0.966,10
4621,file_18115.py,Java,,1422,19,26,7,Dead Code,Critical,Extract Method,0,54,17,33,94.25,0.0,6
4352,file_18116.py,Java,Spring,721,29,77,3,Message Chains,Minor,Remove Dead Code,0,6,14,118,58.59,0.44,4
4428,file_18122.py,Java,Django,1824,46,23,19,Message Chains,Minor,Extract Method,0,32,21,26,82.91,0.689,12
2797,file_18128.py,Java,Django,1871,38,12,4,Primitive Obsession,Critical,Extract Class,0,42,22,484,66.97,0.625,8
5397,file_18134.py,Java,,1319,33,23,2,Message Chains,Major,Extract Method,1,18,15,314,21.55,0.196,13
7152,file_18138.py,Java,Django,1629,44,22,3,Duplicated Code,Critical,Extract Class,1,16,23,405,85.07,0.438,7
2083,file_18148.py,Java,,1627,34,61,5,Shotgun Surgery,Critical,Simplify Conditional,1,13,32,176,31.17,0.006,9
5862,file_18150.py,Java,React,1154,28,30,3,Large Class,Minor,Move Method,0,19,7,128,48.59,0.556,2
9078,file_18166.py,Java,Spring,1688,48,68,4,God Class,Major,Replace Conditional with Polymorphism,1,7,28,267,76.12,0.423,0
6963,file_18178.py,Java,Django,732,42,75,17,Primitive Obsession,Major,Rename Variable,1,14,12,409,54.17,0.636,0
8366,file_18183.py,Java,Flask,1064,3,18,16,Shotgun Surgery,Minor,Extract Class,1,12,9,230,78.01,0.612,16
2778,file_18186.py,Java,Angular,868,5,50,4,Lazy Class,Minor,Remove Dead Code,0,26,26,341,47.15,0.441,8
2545,file_18193.py,Java,Angular,1532,24,52,1,Switch Statements,Major,Replace Conditional with Polymorphism,1,10,24,462,36.33,0.672,13
7569,file_18200.py,Java,Django,1614,34,75,1,Dead Code,Minor,Introduce Parameter Object,1,57,38,483,31.9,0.151,12
5124,file_18201.py,Java,,1725,37,64,6,Dead Code,Minor,Replace Conditional with Polymorphism,0,49,37,406,57.42,0.161,16
5881,file_18207.py,Java,Flask,1262,18,62,19,God Class,Critical,Replace Conditional with Polymorphism,1,15,6,345,96.79,0.341,0
9414,file_18208.py,Java,,637,49,46,4,Temporary Field,Critical,Extract Class,0,50,15,56,24.16,0.199,17
9309,file_18219.py,Java,Spring,1297,25,62,16,Inappropriate Intimacy,Minor,Inline Method,1,59,30,185,60.44,0.062,14
7655,file_18220.py,Java,,997,4,16,13,Shotgun Surgery,Minor,Inline Method,0,32,16,256,47.73,0.803,6
5006,file_18224.py,Java,React,857,25,27,19,Primitive Obsession,Major,Introduce Parameter Object,1,19,23,172,32.02,0.438,7
5558,file_18225.py,Java,Django,1289,29,73,5,Switch Statements,Major,Remove Dead Code,1,10,24,153,88.46,0.904,19
3614,file_18229.py,Java,,188,46,27,6,Feature Envy,Major,Move Method,1,24,4,13,67.16,0.932,15
5533,file_18238.py,Java,Spring,1923,28,49,4,Feature Envy,Critical,Simplify Conditional,0,38,4,154,22.62,0.337,0
2925,file_18239.py,Java,Flask,1224,31,1,2,God Class,Major,Extract Method,1,34,24,154,79.76,0.766,15
9721,file_18250.py,Java,Django,617,49,58,1,Primitive Obsession,Major,Inline Method,0,7,21,43,85.64,0.545,0
7485,file_18254.py,Java,,1919,8,41,2,Data Clumps,Major,Split Class,1,30,2,379,69.61,0.205,8
9951,file_18256.py,Java,React,1784,43,6,7,Large Class,Major,Extract Method,1,59,31,167,50.39,0.947,4
9117,file_18257.py,Java,Django,1263,4,21,2,Speculative Generality,Major,Extract Class,0,31,34,339,46.9,0.359,18
1391,file_18274.py,Java,Angular,587,46,16,13,Lazy Class,Major,Introduce Parameter Object,1,19,17,80,45.88,0.443,9
4784,file_18275.py,Java,Spring,1859,1,78,3,God Class,Major,Introduce Parameter Object,1,39,7,238,68.7,0.269,3
4837,file_18277.py,Java,,1850,48,46,12,Dead Code,Critical,Encapsulate Field,0,31,2,34,75.09,0.332,12
3693,file_18294.py,Java,Angular,857,46,38,17,Dead Code,Minor,Split Class,0,44,15,470,55.29,0.776,8
8208,file_18295.py,Java,Django,1805,29,28,17,Temporary Field,Critical,Split Class,0,48,14,358,10.71,0.085,10
7586,file_18309.py,Java,,130,28,45,5,Message Chains,Major,Remove Dead Code,0,23,13,110,27.34,0.31,15
8843,file_18310.py,Java,Flask,849,5,43,6,Speculative Generality,Critical,Extract Method,0,31,11,180,96.4,0.826,13
5944,file_18314.py,Java,Flask,1654,40,46,2,Speculative Generality,Critical,Replace Conditional with Polymorphism,1,35,25,335,99.33,0.519,7
4240,file_18319.py,Java,Django,1868,15,46,6,Large Class,Minor,Simplify Conditional,1,42,12,226,83.57,0.695,6
8590,file_18333.py,Java,,540,3,64,7,Long Method,Minor,Move Method,0,57,7,147,81.29,0.668,2
8767,file_18336.py,Java,React,850,16,70,3,Primitive Obsession,Critical,Replace Conditional with Polymorphism,0,33,22,6,90.63,0.403,5
9345,file_18343.py,Java,Django,430,17,6,8,Primitive Obsession,Major,Move Method,0,8,28,196,31.57,0.016,13
1906,file_18344.py,Java,React,628,10,55,13,Switch Statements,Critical,Extract Class,1,25,20,466,54.86,0.274,8
4393,file_18359.py,Java,React,422,21,39,12,Shotgun Surgery,Major,Rename Variable,0,45,21,340,42.79,0.465,1
3035,file_18362.py,Java,Flask,999,38,64,4,Message Chains,Minor,Remove Dead Code,0,6,7,211,83.01,0.731,0
9995,file_18363.py,Java,Django,1064,10,69,17,Duplicated Code,Minor,Introduce Parameter Object,1,27,10,161,82.49,0.155,3
1003,file_18367.py,Java,Angular,1787,15,58,13,Primitive Obsession,Major,Extract Class,0,15,6,265,25.6,0.041,7
7370,file_18389.py,Java,Spring,1881,19,62,5,Shotgun Surgery,Minor,Simplify Conditional,0,48,23,498,24.92,0.139,13
6182,file_18390.py,Java,Flask,986,11,55,5,Speculative Generality,Minor,Split Class,0,19,19,20,38.04,0.453,14
8663,file_18424.py,Java,,1578,4,50,4,Primitive Obsession,Critical,Rename Variable,0,25,17,174,24.08,0.583,11
9553,file_18425.py,Java,Flask,749,42,7,2,Temporary Field,Major,Remove Dead Code,1,56,5,321,73.78,0.81,11
4223,file_18429.py,Java,Flask,1722,48,73,15,Data Clumps,Critical,Replace Conditional with Polymorphism,1,23,1,228,64.47,0.076,5
7115,file_18435.py,Java,Django,1096,14,17,8,Speculative Generality,Critical,Move Method,0,48,7,58,78.65,0.261,1
2042,file_18438.py,Java,Angular,1865,8,39,10,God Class,Critical,Replace Conditional with Polymorphism,0,49,14,469,69.75,0.35,6
2674,file_18446.py,Java,React,1319,26,79,10,Speculative Generality,Major,Inline Method,0,48,5,83,18.72,0.199,8
2685,file_18460.py,Java,Angular,1144,7,37,9,Dead Code,Critical,Extract Class,0,26,31,473,69.73,0.458,15
2686,file_18462.py,Java,Spring,1784,26,36,2,Switch Statements,Minor,Rename Variable,1,23,2,487,57.5,0.811,11
7805,file_18473.py,Java,Angular,811,35,49,9,Speculative Generality,Critical,Rename Variable,0,18,19,272,70.08,0.377,14
2787,file_18475.py,Java,Angular,1633,11,11,16,Feature Envy,Minor,Remove Dead Code,0,57,4,353,96.02,0.763,1
8909,file_18496.py,Java,Angular,1588,3,64,18,Speculative Generality,Minor,Encapsulate Field,0,26,31,14,78.74,0.296,7
9847,file_18503.py,Java,Angular,1285,34,21,15,Message Chains,Minor,Rename Variable,0,39,18,440,72.71,0.085,14
8936,file_18514.py,Java,Flask,367,46,3,5,Switch Statements,Critical,Introduce Parameter Object,1,20,8,455,77.32,0.099,14
9308,file_18515.py,Java,Spring,225,17,62,12,Shotgun Surgery,Minor,Encapsulate Field,1,23,22,410,27.29,0.517,14
2274,file_18518.py,Java,Angular,1121,23,32,17,Inappropriate Intimacy,Critical,Inline Method,0,52,6,31,49.82,0.802,10
7762,file_18525.py,Java,,372,30,5,11,Speculative Generality,Major,Remove Dead Code,0,26,24,360,28.07,0.148,7
9265,file_18540.py,Java,Django,1424,19,2,6,Feature Envy,Critical,Split Class,1,59,28,429,22.09,0.051,11
7261,file_18547.py,Java,React,1201,27,68,17,Long Method,Critical,Extract Method,1,11,10,339,48.22,0.684,13
3634,file_18550.py,Java,React,1373,35,59,8,Lazy Class,Minor,Split Class,0,51,34,265,97.16,0.668,0
4464,file_18552.py,Java,Flask,1408,35,59,4,Message Chains,Minor,Extract Method,0,39,32,454,75.69,0.658,2
1648,file_18560.py,Java,Spring,946,31,40,7,Feature Envy,Major,Inline Method,1,45,5,341,92.19,0.327,8
9720,file_18561.py,Java,Flask,1771,14,28,11,Inappropriate Intimacy,Critical,Remove Dead Code,1,58,11,479,61.58,0.701,8
3101,file_18562.py,Java,Spring,1026,27,34,14,Speculative Generality,Critical,Encapsulate Field,0,18,15,204,34.05,0.552,19
6775,file_18565.py,Java,Flask,1297,37,4,4,Dead Code,Major,Replace Conditional with Polymorphism,0,46,26,160,97.61,0.464,11
3657,file_18569.py,Java,Django,1412,23,79,15,Duplicated Code,Major,Inline Method,1,57,9,147,15.52,0.314,5
2289,file_18574.py,Java,React,1114,23,62,6,Inappropriate Intimacy,Critical,Extract Class,1,11,4,161,39.95,0.936,17
3905,file_18577.py,Java,Flask,600,19,45,15,Temporary Field,Major,Move Method,1,20,8,95,53.23,0.739,18
7344,file_18583.py,Java,Flask,828,11,16,9,Message Chains,Critical,Extract Method,0,7,23,342,81.93,0.204,7
7669,file_18589.py,Java,Django,1491,6,7,4,Switch Statements,Minor,Inline Method,1,30,23,214,64.33,0.627,2
9005,file_18607.py,Java,Spring,1889,31,10,12,Duplicated Code,Major,Split Class,1,11,22,114,49.16,0.925,9
4129,file_18615.py,Java,Django,551,38,47,12,Data Clumps,Minor,Extract Class,0,53,37,444,52.0,0.264,1
1154,file_18616.py,Java,React,639,21,46,13,Speculative Generality,Minor,Extract Method,0,14,32,244,97.53,0.902,17
3254,file_18621.py,Java,Spring,1837,9,55,5,Message Chains,Critical,Remove Dead Code,1,20,16,52,52.55,0.641,0
8264,file_18627.py,Java,React,1085,21,52,14,Speculative Generality,Minor,Introduce Parameter Object,0,42,36,164,41.31,0.796,10
8398,file_18630.py,Java,Django,1669,17,25,3,Speculative Generality,Minor,Extract Class,1,45,8,283,17.81,0.241,11
2514,file_18632.py,Java,,907,4,5,5,Duplicated Code,Minor,Split Class,0,22,24,76,49.95,0.833,17
2611,file_18639.py,Java,React,664,10,30,17,Inappropriate Intimacy,Major,Extract Method,0,58,29,418,16.88,0.263,9
6779,file_18643.py,Java,Flask,147,44,55,15,God Class,Critical,Split Class,0,8,4,89,67.99,0.627,19
8150,file_18644.py,Java,Spring,170,39,5,6,Duplicated Code,Critical,Encapsulate Field,1,56,22,237,72.76,0.314,19
5272,file_18650.py,Java,Angular,684,23,20,17,Shotgun Surgery,Minor,Rename Variable,1,47,32,179,62.75,0.363,11
2429,file_18651.py,Java,Angular,1722,16,57,13,Shotgun Surgery,Major,Rename Variable,0,9,14,32,18.87,0.385,10
3068,file_18654.py,Java,React,1829,1,61,8,Primitive Obsession,Critical,Rename Variable,0,30,21,491,82.14,0.574,13
3906,file_18660.py,Java,Angular,1146,20,35,15,Switch Statements,Critical,Encapsulate Field,1,24,29,181,56.82,0.246,6
2161,file_18673.py,Java,Flask,1735,2,32,9,Data Clumps,Critical,Extract Method,1,15,31,111,49.56,0.29,8
5090,file_18675.py,Java,Django,289,27,5,2,Switch Statements,Critical,Simplify Conditional,1,20,17,349,27.54,0.939,16
6729,file_18683.py,Java,Angular,93,39,78,5,Data Clumps,Major,Rename Variable,1,19,27,324,57.09,0.747,16
4713,file_18684.py,Java,Spring,957,25,63,16,Lazy Class,Major,Inline Method,1,10,21,350,21.31,0.384,12
8630,file_18707.py,Java,React,935,42,78,19,Inappropriate Intimacy,Major,Simplify Conditional,1,58,6,494,49.02,0.907,9
4819,file_18718.py,Java,Spring,400,22,37,11,Dead Code,Critical,Remove Dead Code,1,5,5,140,70.85,0.65,18
8739,file_18719.py,Java,React,336,33,68,18,Switch Statements,Minor,Extract Method,1,52,2,456,23.88,0.265,18
5059,file_18721.py,Java,Flask,283,36,1,4,Switch Statements,Critical,Introduce Parameter Object,0,9,30,476,89.72,0.396,9
2297,file_18735.py,Java,React,1920,4,55,19,God Class,Minor,Remove Dead Code,1,41,17,262,19.33,0.954,6
1240,file_18738.py,Java,React,1921,37,78,8,Speculative Generality,Critical,Inline Method,1,19,2,213,55.35,0.977,6
4860,file_18743.py,Java,Spring,1090,48,36,14,Shotgun Surgery,Major,Extract Method,1,11,14,378,20.07,0.146,17
8167,file_18752.py,Java,Spring,1095,45,68,7,Shotgun Surgery,Major,Simplify Conditional,0,13,39,67,73.54,0.576,3
7405,file_18755.py,Java,,436,4,70,12,Feature Envy,Critical,Introduce Parameter Object,0,14,36,61,77.09,0.917,15
9051,file_18757.py,Java,Django,1290,48,46,2,Feature Envy,Critical,Simplify Conditional,0,36,15,53,77.0,0.424,6
3562,file_18766.py,Java,Django,1897,49,7,6,Speculative Generality,Minor,Rename Variable,1,33,7,249,82.08,0.339,6
2027,file_18773.py,Java,React,429,26,40,5,Switch Statements,Critical,Extract Method,0,48,21,269,27.57,0.837,2
1469,file_18775.py,Java,Angular,1720,39,71,4,Switch Statements,Minor,Move Method,1,8,32,313,74.31,0.154,13
5789,file_18780.py,Java,Django,1797,33,77,16,Feature Envy,Minor,Replace Conditional with Polymorphism,0,21,23,325,74.51,0.055,10
6489,file_18782.py,Java,Angular,1391,29,53,15,Shotgun Surgery,Major,Extract Class,1,38,15,446,56.01,0.232,5
5142,file_18784.py,Java,Django,284,25,15,7,Long Method,Critical,Simplify Conditional,1,28,33,133,53.83,0.877,11
5729,file_18786.py,Java,Django,1799,22,44,15,Shotgun Surgery,Major,Replace Conditional with Polymorphism,1,14,33,118,98.96,0.249,7
9029,file_18788.py,Java,Spring,505,44,8,10,Long Method,Major,Introduce Parameter Object,0,22,13,59,95.45,0.169,16
2017,file_18797.py,Java,Spring,33,27,62,9,Data Clumps,Major,Inline Method,0,39,6,202,11.69,0.937,13
4584,file_18803.py,Java,React,1322,19,48,13,Long Method,Minor,Remove Dead Code,0,41,16,220,77.72,0.162,19
3364,file_18809.py,Java,Flask,930,15,32,17,Lazy Class,Major,Inline Method,1,34,39,325,77.46,0.008,12
4305,file_18811.py,Java,Flask,376,39,37,19,Large Class,Major,Rename Variable,0,37,2,45,39.8,0.291,8
4130,file_18820.py,Java,Flask,1001,13,24,3,Primitive Obsession,Minor,Introduce Parameter Object,1,8,9,240,25.18,0.854,6
1696,file_18821.py,Java,React,774,39,68,17,Temporary Field,Major,Remove Dead Code,0,58,1,92,23.95,0.25,16
3270,file_18822.py,Java,Django,1535,25,48,17,Duplicated Code,Critical,Extract Class,0,23,33,431,87.01,0.189,3
9501,file_18823.py,Java,,137,40,9,6,Feature Envy,Minor,Introduce Parameter Object,1,44,34,448,43.52,0.69,19
1076,file_18840.py,Java,Django,1449,40,41,4,Large Class,Critical,Extract Class,0,6,25,385,69.41,0.383,13
4111,file_18849.py,Java,Spring,1334,21,51,8,Inappropriate Intimacy,Critical,Inline Method,0,59,4,146,27.39,0.121,4
4486,file_18858.py,Java,,143,8,63,4,God Class,Major,Move Method,0,5,28,170,62.08,0.845,0
6359,file_18863.py,Java,Django,356,8,69,1,Dead Code,Minor,Extract Method,0,41,7,398,88.61,0.892,10
2633,file_18865.py,Java,Flask,187,45,44,5,Temporary Field,Critical,Simplify Conditional,0,46,35,438,37.61,0.565,12
7353,file_18869.py,Java,Angular,1689,48,36,17,Inappropriate Intimacy,Major,Replace Conditional with Polymorphism,0,11,22,465,63.43,0.964,5
1146,file_18871.py,Java,,1527,47,25,8,Message Chains,Major,Extract Method,0,37,33,470,92.07,0.992,12
4422,file_18877.py,Java,Flask,702,5,51,2,Switch Statements,Major,Extract Class,1,22,32,261,36.69,0.373,6
9503,file_18879.py,Java,Angular,306,32,57,10,God Class,Critical,Extract Class,1,51,12,308,39.85,0.183,0
1764,file_18880.py,Java,Angular,1112,23,77,13,Speculative Generality,Critical,Inline Method,0,45,27,291,87.91,0.046,10
7277,file_18882.py,Java,Angular,1363,5,45,2,Shotgun Surgery,Minor,Encapsulate Field,0,47,26,101,62.34,0.722,19
1134,file_18886.py,Java,Angular,696,15,72,15,God Class,Minor,Replace Conditional with Polymorphism,0,29,14,317,80.21,0.707,3
5618,file_18887.py,Java,React,601,1,20,3,Feature Envy,Major,Replace Conditional with Polymorphism,1,6,11,117,50.48,0.924,1
