project_id,file_name,language,framework,lines_of_code,cyclomatic_complexity,num_methods,num_classes,code_smell_type,smell_severity,refactoring_suggested,refactoring_applied,pre_refactor_complexity,post_refactor_complexity,technical_debt_minutes,maintainability_index,bug_prone_score,developer_experience_years
6924,file_34947.py,Python,,52,33,50,19,Shotgun Surgery,Minor,Move Method,0,48,29,267,15.53,0.756,17
5216,file_34952.py,Python,Spring,1801,41,69,14,God Class,Minor,Replace Conditional with Polymorphism,0,39,4,487,72.4,0.09,15
4706,file_34954.py,Python,Angular,1866,14,19,19,Shotgun Surgery,Minor,Move Method,1,48,6,389,17.29,0.483,18
4544,file_34959.py,Python,,477,38,78,8,Lazy Class,Major,Rename Variable,0,28,10,221,42.12,0.786,18
2047,file_34965.py,Python,Flask,1779,14,33,18,Switch Statements,Major,Encapsulate Field,1,16,39,316,80.66,0.499,5
8058,file_34968.py,Python,Flask,210,47,55,14,Lazy Class,Minor,Simplify Conditional,0,14,22,233,80.43,0.167,5
7266,file_34969.py,Python,,1017,21,76,19,Switch Statements,Critical,Move Method,1,36,7,91,58.57,0.982,1
2684,file_34975.py,Python,Flask,552,2,39,13,Data Clumps,Major,Encapsulate Field,0,53,25,389,17.41,0.908,14
1869,file_34976.py,Python,Spring,350,27,53,14,Shotgun Surgery,Minor,Extract Class,1,25,25,344,77.14,0.633,3
6123,file_34977.py,Python,Angular,1041,44,9,5,Speculative Generality,Critical,Encapsulate Field,1,30,7,161,12.34,0.083,0
3557,file_34991.py,Python,Flask,1982,21,56,16,Lazy Class,Critical,Extract Class,1,55,30,107,91.82,0.947,7
2571,file_34992.py,Python,React,1234,29,29,11,Inappropriate Intimacy,Minor,Introduce Parameter Object,1,19,30,72,31.53,0.091,16
9658,file_35001.py,Python,React,1796,25,58,18,Primitive Obsession,Critical,Remove Dead Code,0,52,32,63,14.76,0.693,17
3471,file_35004.py,Python,Angular,170,7,65,12,Message Chains,Major,Rename Variable,0,5,9,455,88.84,0.302,0
9037,file_35012.py,Python,Django,315,42,58,13,Large Class,Minor,Rename Variable,0,48,3,329,74.36,0.342,17
7105,file_35021.py,Python,Angular,243,28,39,7,Duplicated Code,Minor,Encapsulate Field,0,11,18,347,90.92,0.698,14
2794,file_35030.py,Python,Flask,1785,49,36,7,Switch Statements,Critical,Move Method,0,47,29,208,71.41,0.123,18
5735,file_35053.py,Python,React,1553,3,42,11,Lazy Class,Major,Rename Variable,1,54,1,318,14.17,0.732,10
1324,file_35077.py,Python,Django,1526,41,74,4,God Class,Major,Extract Class,0,34,24,16,86.82,0.73,3
7053,file_35093.py,Python,React,386,33,28,14,Data Clumps,Major,Simplify Conditional,1,48,18,94,62.48,0.404,2
9938,file_35095.py,Python,React,491,28,55,9,Feature Envy,Minor,Remove Dead Code,1,6,15,482,33.95,0.713,13
4362,file_35104.py,Python,,1362,4,63,3,Long Method,Minor,Encapsulate Field,1,53,24,245,36.91,0.514,19
3507,file_35107.py,Python,Flask,204,15,44,9,Data Clumps,Minor,Split Class,0,14,24,423,76.04,0.528,2
6167,file_35109.py,Python,Flask,76,35,37,15,Data Clumps,Minor,Split Class,0,28,11,46,72.5,0.81,17
6851,file_35114.py,Python,React,1372,35,5,18,Speculative Generality,Critical,Extract Method,1,55,6,239,47.52,0.007,17
7172,file_35116.py,Python,Django,1498,30,37,3,Dead Code,Major,Simplify Conditional,0,14,1,417,79.96,0.655,12
3265,file_35119.py,Python,Django,1210,49,15,3,Primitive Obsession,Major,Inline Method,1,57,33,58,89.04,0.133,19
9904,file_35120.py,Python,Spring,334,38,18,13,Message Chains,Minor,Extract Method,1,16,26,30,22.56,0.69,13
9258,file_35121.py,Python,,238,32,25,11,Speculative Generality,Major,Remove Dead Code,0,19,22,490,11.39,0.319,11
6260,file_35124.py,Python,Django,955,28,43,12,Switch Statements,Critical,Split Class,1,58,9,493,19.91,0.668,10
8547,file_35131.py,Python,React,973,19,67,17,Message Chains,Minor,Move Method,0,46,16,382,83.97,0.009,16
2393,file_35134.py,Python,Spring,1116,14,35,6,Inappropriate Intimacy,Minor,Extract Method,0,53,2,402,36.81,0.508,14
2119,file_35147.py,Python,React,485,12,50,17,Speculative Generality,Minor,Inline Method,0,53,11,403,68.24,0.025,9
6825,file_35152.py,Python,React,61,4,45,5,Inappropriate Intimacy,Critical,Move Method,1,42,35,324,22.28,0.448,5
9902,file_35154.py,Python,React,1161,5,33,13,Large Class,Minor,Remove Dead Code,0,8,7,8,44.05,0.099,18
5570,file_35155.py,Python,Flask,1180,5,71,19,Duplicated Code,Major,Encapsulate Field,1,28,12,322,28.24,0.314,17
1573,file_35156.py,Python,React,648,36,50,18,Large Class,Major,Encapsulate Field,0,58,10,149,96.8,0.023,13
8688,file_35160.py,Python,,94,45,37,4,Data Clumps,Major,Extract Method,1,48,38,83,97.42,0.307,17
1787,file_35162.py,Python,React,613,44,68,19,God Class,Major,Introduce Parameter Object,1,10,34,190,69.84,0.814,10
6903,file_35174.py,Python,Flask,143,34,31,6,Lazy Class,Major,Simplify Conditional,1,25,27,111,74.74,0.365,12
2461,file_35181.py,Python,Django,1315,29,30,16,Duplicated Code,Critical,Rename Variable,1,34,12,325,87.49,0.506,8
7352,file_35183.py,Python,Django,187,49,57,7,Shotgun Surgery,Major,Split Class,0,43,31,269,63.98,0.104,1
4240,file_35210.py,Python,React,154,12,41,6,Data Clumps,Minor,Split Class,1,27,5,45,81.53,0.468,7
7402,file_35218.py,Python,Angular,1832,3,20,7,Lazy Class,Critical,Inline Method,1,12,20,149,21.81,0.62,19
9014,file_35221.py,Python,Angular,1007,30,50,7,Inappropriate Intimacy,Major,Extract Class,0,29,27,394,84.06,0.279,13
8425,file_35223.py,Python,React,1879,29,75,19,Duplicated Code,Minor,Extract Class,0,45,7,451,66.26,0.15,1
6548,file_35233.py,Python,Flask,1525,35,36,14,Duplicated Code,Critical,Extract Method,0,30,39,395,63.91,0.003,5
7867,file_35237.py,Python,React,1030,44,3,7,Large Class,Major,Split Class,1,40,5,263,95.15,0.464,19
9918,file_35242.py,Python,Spring,775,40,59,13,Primitive Obsession,Minor,Introduce Parameter Object,0,22,30,383,64.54,0.176,19
9162,file_35244.py,Python,Flask,111,14,72,19,Long Method,Major,Simplify Conditional,1,10,7,189,80.05,0.242,15
7750,file_35245.py,Python,React,490,39,73,15,Long Method,Major,Remove Dead Code,1,26,30,142,51.61,0.849,9
4488,file_35267.py,Python,React,1351,3,49,7,Duplicated Code,Major,Inline Method,1,40,23,255,59.16,0.914,5
6480,file_35275.py,Python,Spring,255,23,49,16,Duplicated Code,Major,Simplify Conditional,0,42,37,92,71.53,0.923,2
1409,file_35276.py,Python,React,1643,31,45,11,Inappropriate Intimacy,Critical,Inline Method,1,11,6,8,88.0,0.356,7
6362,file_35279.py,Python,React,1474,21,28,9,Inappropriate Intimacy,Critical,Rename Variable,1,18,16,152,63.62,0.901,15
3966,file_35286.py,Python,Spring,31,24,32,11,Inappropriate Intimacy,Critical,Extract Method,1,52,12,183,87.75,0.878,6
4360,file_35287.py,Python,,933,29,64,5,Inappropriate Intimacy,Major,Simplify Conditional,0,36,27,103,38.51,0.04,19
4630,file_35291.py,Python,,1008,46,34,17,Lazy Class,Critical,Split Class,1,19,25,38,73.42,0.394,10
4869,file_35292.py,Python,Angular,251,26,31,19,Dead Code,Critical,Extract Method,0,39,12,242,29.61,0.537,6
3039,file_35294.py,Python,React,53,27,30,17,Shotgun Surgery,Minor,Simplify Conditional,0,51,22,37,56.71,0.136,6
7634,file_35297.py,Python,,1983,40,14,3,Message Chains,Minor,Inline Method,1,39,4,155,36.43,0.301,5
2724,file_35298.py,Python,React,67,45,20,2,Switch Statements,Critical,Move Method,0,58,35,496,96.98,0.611,19
5690,file_35300.py,Python,Spring,1322,30,31,5,Duplicated Code,Critical,Move Method,0,20,28,240,57.95,0.758,5
4763,file_35308.py,Python,Spring,1553,17,60,13,Duplicated Code,Minor,Simplify Conditional,0,30,33,32,19.98,0.15,8
9664,file_35320.py,Python,Spring,1394,27,67,18,Temporary Field,Minor,Extract Class,0,39,34,359,63.15,0.902,18
9663,file_35333.py,Python,Spring,67,25,41,19,Temporary Field,Major,Simplify Conditional,0,58,9,78,49.77,0.885,0
4177,file_35334.py,Python,Angular,1061,10,10,16,Inappropriate Intimacy,Minor,Extract Class,1,9,3,219,46.79,0.907,4
8782,file_35338.py,Python,Angular,454,2,23,3,Temporary Field,Critical,Extract Method,0,21,21,25,15.46,0.28,7
8880,file_35352.py,Python,Django,1018,4,53,4,Duplicated Code,Major,Split Class,1,39,18,248,57.02,0.791,14
5445,file_35354.py,Python,Angular,1477,2,36,9,Temporary Field,Critical,Introduce Parameter Object,1,27,7,350,95.09,0.321,0
6562,file_35356.py,Python,Django,1935,9,76,8,Switch Statements,Critical,Extract Method,0,31,36,71,19.22,0.454,6
3934,file_35365.py,Python,Flask,637,45,44,3,Speculative Generality,Minor,Replace Conditional with Polymorphism,1,29,8,262,18.38,0.005,12
7763,file_35367.py,Python,Flask,330,39,38,9,Shotgun Surgery,Minor,Remove Dead Code,0,49,33,145,80.35,0.141,10
7086,file_35368.py,Python,,1636,10,28,13,Dead Code,Major,Inline Method,0,49,10,83,64.86,0.084,0
3510,file_35371.py,Python,Flask,668,8,47,15,Dead Code,Minor,Inline Method,1,53,34,258,80.07,0.023,10
5490,file_35381.py,Python,Spring,449,24,57,19,Primitive Obsession,Major,Replace Conditional with Polymorphism,0,19,11,384,18.67,0.217,15
9203,file_35385.py,Python,,766,33,60,2,Speculative Generality,Major,Extract Class,0,52,8,18,74.06,0.525,15
7847,file_35388.py,Python,React,1123,11,65,5,Feature Envy,Critical,Simplify Conditional,1,31,38,418,37.21,0.346,12
9358,file_35390.py,Python,Angular,1777,48,36,3,Duplicated Code,Major,Rename Variable,0,30,6,138,73.33,0.62,3
6085,file_35398.py,Python,,276,44,63,15,Speculative Generality,Critical,Replace Conditional with Polymorphism,1,54,24,402,50.57,0.433,16
4238,file_35403.py,Python,Angular,549,4,66,11,Large Class,Critical,Split Class,1,47,12,209,19.38,0.092,17
2971,file_35410.py,Python,Angular,220,18,42,18,Primitive Obsession,Major,Encapsulate Field,1,34,20,256,78.96,0.933,9
8909,file_35416.py,Python,,736,26,71,15,Primitive Obsession,Critical,Replace Conditional with Polymorphism,0,7,28,190,61.78,0.924,17
3866,file_35417.py,Python,Flask,350,7,22,11,Feature Envy,Critical,Remove Dead Code,1,7,32,43,14.04,0.177,12
9267,file_35425.py,Python,,1997,46,16,5,Switch Statements,Major,Replace Conditional with Polymorphism,0,26,22,33,40.18,0.297,5
4775,file_35427.py,Python,Spring,609,43,18,16,Lazy Class,Major,Move Method,1,25,15,132,64.96,0.224,4
6568,file_35434.py,Python,,1883,38,52,2,Message Chains,Minor,Split Class,0,47,5,265,74.21,0.76,12
7832,file_35435.py,Python,Flask,1067,30,68,15,Temporary Field,Critical,Move Method,0,15,5,335,11.14,0.663,19
3862,file_35440.py,Python,Django,212,31,76,15,Feature Envy,Major,Extract Class,0,55,26,393,63.94,0.954,10
8312,file_35447.py,Python,React,1310,38,21,4,Switch Statements,Critical,Rename Variable,0,11,22,62,54.38,0.244,16
8807,file_35459.py,Python,Spring,1504,15,23,4,Duplicated Code,Major,Introduce Parameter Object,1,8,15,225,78.78,0.442,13
2878,file_35461.py,Python,Django,1991,39,8,17,Switch Statements,Critical,Replace Conditional with Polymorphism,0,55,11,357,77.31,0.385,2
5881,file_35462.py,Python,React,1558,10,26,4,God Class,Major,Remove Dead Code,1,42,5,458,79.67,0.887,10
3534,file_35464.py,Python,,670,41,18,10,Data Clumps,Major,Simplify Conditional,1,32,26,344,42.2,0.932,12
1656,file_35470.py,Python,React,1465,44,19,3,Temporary Field,Minor,Split Class,0,21,11,357,81.94,0.464,7
9896,file_35475.py,Python,Angular,303,19,77,5,Primitive Obsession,Minor,Encapsulate Field,1,22,24,478,95.69,0.382,3
9869,file_35477.py,Python,Django,1428,17,78,19,Data Clumps,Critical,Rename Variable,0,56,36,5,65.57,0.336,5
9402,file_35478.py,Python,React,804,33,41,10,Shotgun Surgery,Major,Inline Method,1,44,38,352,24.19,0.573,11
5494,file_35479.py,Python,Django,1891,25,53,4,Inappropriate Intimacy,Major,Encapsulate Field,1,10,2,203,39.27,0.24,15
7094,file_35495.py,Python,React,1679,29,4,12,Large Class,Major,Rename Variable,1,41,20,252,75.51,0.038,16
5222,file_35496.py,Python,Django,879,46,51,8,Inappropriate Intimacy,Critical,Simplify Conditional,0,7,38,413,31.42,0.822,8
2989,file_35497.py,Python,Django,1994,33,31,8,Dead Code,Major,Inline Method,0,29,30,477,69.75,0.035,7
6545,file_35505.py,Python,,1385,30,37,9,Long Method,Minor,Remove Dead Code,1,16,10,47,46.55,0.267,17
6209,file_35506.py,Python,Angular,65,42,49,17,Duplicated Code,Minor,Replace Conditional with Polymorphism,0,49,6,380,92.54,0.906,19
6742,file_35512.py,Python,Flask,1344,20,35,11,Feature Envy,Critical,Split Class,0,39,15,24,47.12,0.915,9
9461,file_35522.py,Python,Angular,1226,46,72,17,Temporary Field,Minor,Extract Class,1,19,5,260,64.29,0.787,10
7367,file_35523.py,Python,Flask,1739,34,62,5,Duplicated Code,Critical,Extract Class,1,23,6,44,87.7,0.162,13
8885,file_35530.py,Python,Flask,1065,25,28,19,Message Chains,Minor,Introduce Parameter Object,1,12,21,53,90.53,0.362,5
6042,file_35531.py,Python,,74,45,57,18,God Class,Minor,Split Class,1,47,37,28,31.54,0.305,15
8955,file_35541.py,Python,Spring,1892,39,30,14,Duplicated Code,Critical,Introduce Parameter Object,1,13,31,442,67.24,0.371,9
1941,file_35553.py,Python,Django,1592,17,20,12,Long Method,Minor,Simplify Conditional,1,26,31,234,30.91,0.63,3
8464,file_35556.py,Python,Angular,173,11,64,14,God Class,Critical,Rename Variable,0,6,36,490,24.98,0.768,1
2354,file_35561.py,Python,Flask,491,15,63,3,Large Class,Minor,Inline Method,0,17,27,372,46.56,0.826,11
1900,file_35569.py,Python,React,754,36,7,9,Message Chains,Critical,Extract Class,1,6,1,251,81.75,0.915,19
6165,file_35575.py,Python,Flask,314,39,1,14,Large Class,Minor,Remove Dead Code,1,21,16,269,79.61,0.081,15
9425,file_35576.py,Python,Django,1234,49,8,15,Large Class,Major,Split Class,0,46,18,184,41.21,0.826,14
9694,file_35579.py,Python,React,1622,39,6,12,Inappropriate Intimacy,Major,Replace Conditional with Polymorphism,1,18,27,368,73.89,0.073,8
9023,file_35604.py,Python,Flask,63,25,72,2,Switch Statements,Major,Extract Class,0,49,11,260,57.4,0.762,7
7897,file_35614.py,Python,React,1609,17,67,1,Switch Statements,Minor,Extract Method,0,23,28,274,11.64,0.743,4
8522,file_35625.py,Python,Flask,1741,44,73,15,Dead Code,Major,Encapsulate Field,1,45,9,227,36.77,0.874,1
7700,file_35628.py,Python,,1102,20,35,5,Speculative Generality,Minor,Simplify Conditional,0,25,30,466,44.16,0.257,16
3094,file_35629.py,Python,Angular,967,30,26,9,Data Clumps,Minor,Remove Dead Code,0,12,31,437,24.1,0.198,8
7250,file_35630.py,Python,React,1332,16,38,4,God Class,Minor,Extract Method,0,54,2,66,41.37,0.926,2
4722,file_35640.py,Python,Angular,1324,4,50,11,Lazy Class,Critical,Simplify Conditional,0,11,12,165,16.6,0.861,10
5331,file_35643.py,Python,Angular,1581,12,34,1,Inappropriate Intimacy,Critical,Split Class,1,51,17,194,60.86,0.622,10
4420,file_35655.py,Python,React,607,27,13,11,Message Chains,Minor,Introduce Parameter Object,1,34,23,305,76.45,0.406,5
2249,file_35657.py,Python,Django,712,25,28,6,Speculative Generality,Critical,Extract Class,0,53,25,254,29.83,0.769,11
7064,file_35658.py,Python,Django,725,43,73,17,Dead Code,Minor,Split Class,1,7,8,351,19.82,0.549,3
3697,file_35659.py,Python,Django,597,29,68,4,Large Class,Critical,Inline Method,0,15,10,277,88.64,0.082,8
3753,file_35660.py,Python,Flask,239,42,14,11,Large Class,Critical,Rename Variable,1,35,26,156,69.42,0.479,5
1094,file_35665.py,Python,Angular,1227,16,69,12,Shotgun Surgery,Critical,Replace Conditional with Polymorphism,1,43,39,72,51.97,0.44,3
9204,file_35669.py,Python,Flask,1440,46,22,8,Primitive Obsession,Minor,Extract Class,1,9,23,235,37.81,0.393,8
1372,file_35674.py,Python,,590,34,23,17,Shotgun Surgery,Major,Encapsulate Field,0,34,37,131,72.12,0.156,7
5489,file_35675.py,Python,Spring,1522,23,68,8,Large Class,Major,Move Method,0,17,31,397,80.61,0.28,6
6851,file_35676.py,Python,Spring,1223,36,39,15,Speculative Generality,Minor,Extract Class,0,38,10,111,61.12,0.044,10
8747,file_35681.py,Python,Django,1813,45,14,8,Feature Envy,Major,Inline Method,1,56,2,135,38.38,0.171,19
7350,file_35682.py,Python,Flask,936,43,51,4,Switch Statements,Major,Simplify Conditional,1,31,11,350,11.14,0.68,4
7361,file_35685.py,Python,Django,1939,37,13,16,God Class,Critical,Extract Class,1,13,24,85,73.1,0.638,6
3050,file_35691.py,Python,Angular,1126,14,77,18,Data Clumps,Major,Rename Variable,1,22,17,80,88.66,0.862,0
9457,file_35697.py,Python,Flask,962,15,73,11,Dead Code,Critical,Extract Method,1,30,20,92,13.7,0.078,2
3920,file_35702.py,Python,Spring,472,19,24,12,Shotgun Surgery,Minor,Simplify Conditional,0,59,36,80,55.57,0.0,10
5623,file_35706.py,Python,Flask,887,23,53,10,Temporary Field,Minor,Simplify Conditional,1,39,21,191,22.86,0.069,13
7139,file_35708.py,Python,,1229,42,30,5,God Class,Critical,Split Class,1,7,38,352,65.08,0.252,14
1562,file_35714.py,Python,Flask,703,20,70,11,Feature Envy,Major,Rename Variable,1,55,23,71,46.68,0.405,18
7992,file_35716.py,Python,Angular,300,4,52,7,Message Chains,Critical,Split Class,1,15,9,306,99.1,0.649,3
6660,file_35727.py,Python,React,1622,17,50,19,Duplicated Code,Critical,Remove Dead Code,1,43,27,377,71.55,0.649,13
5893,file_35729.py,Python,Angular,823,9,68,2,Temporary Field,Critical,Extract Class,1,34,29,253,43.19,0.587,3
3238,file_35741.py,Python,Spring,350,28,3,1,Data Clumps,Major,Encapsulate Field,0,33,31,25,68.94,0.835,13
2841,file_35749.py,Python,React,1179,21,45,7,Dead Code,Minor,Encapsulate Field,0,29,22,51,19.26,0.733,14
1203,file_35758.py,Python,Spring,1928,26,32,10,Long Method,Major,Introduce Parameter Object,1,24,26,296,17.94,0.686,8
8580,file_35765.py,Python,Flask,1637,12,72,3,Shotgun Surgery,Minor,Remove Dead Code,1,18,12,350,86.4,0.836,15
4165,file_35777.py,Python,React,1167,37,64,18,Shotgun Surgery,Major,Encapsulate Field,0,6,29,172,71.6,0.729,3
7186,file_35779.py,Python,Flask,267,28,71,17,Shotgun Surgery,Major,Inline Method,0,44,37,70,53.67,0.438,8
8937,file_35801.py,Python,,488,18,79,16,Large Class,Critical,Extract Method,0,47,3,92,40.69,0.22,6
4669,file_35802.py,Python,Django,1691,48,78,3,Switch Statements,Minor,Split Class,1,22,12,224,74.46,0.208,13
5670,file_35807.py,Python,Flask,885,36,28,4,Long Method,Critical,Extract Class,0,20,29,101,11.62,0.489,4
3353,file_35815.py,Python,Django,780,11,18,2,Inappropriate Intimacy,Critical,Extract Method,1,22,7,402,89.69,0.15,10
5550,file_35819.py,Python,Angular,1375,10,55,12,Lazy Class,Minor,Rename Variable,0,32,7,99,52.66,0.189,14
1298,file_35821.py,Python,Flask,1398,3,24,12,Speculative Generality,Minor,Simplify Conditional,0,59,39,170,38.46,0.265,8
1990,file_35841.py,Python,Spring,848,34,67,18,Data Clumps,Minor,Move Method,1,24,17,111,52.42,0.986,2
5971,file_35842.py,Python,React,271,14,34,17,Duplicated Code,Minor,Move Method,1,16,24,61,28.49,0.961,14
3709,file_35846.py,Python,React,1183,3,65,18,Data Clumps,Major,Extract Method,1,41,18,110,79.49,0.175,16
3621,file_35848.py,Python,,1456,5,30,3,Temporary Field,Minor,Move Method,1,41,38,434,41.16,0.226,11
8338,file_35853.py,Python,Flask,1213,35,70,2,Dead Code,Major,Extract Class,1,56,31,197,34.79,0.764,0
3272,file_35860.py,Python,Angular,1083,36,5,12,Long Method,Major,Extract Class,0,40,22,366,45.18,0.359,16
5804,file_35862.py,Python,Flask,1596,7,57,13,Message Chains,Major,Extract Class,1,27,19,46,78.58,0.061,11
1160,file_35863.py,Python,Angular,1216,17,69,17,Primitive Obsession,Major,Extract Class,0,40,5,263,46.43,0.784,16
3027,file_35869.py,Python,Django,909,30,52,2,Switch Statements,Critical,Extract Class,0,19,29,204,46.97,0.517,14
3161,file_35876.py,Python,Angular,1652,7,63,14,Lazy Class,Major,Introduce Parameter Object,1,15,31,213,51.09,0.172,9
2308,file_35879.py,Python,Angular,1300,29,24,17,Primitive Obsession,Critical,Encapsulate Field,0,42,33,164,87.21,0.18,16
1841,file_35880.py,Python,Angular,1355,46,31,17,Lazy Class,Critical,Simplify Conditional,1,44,31,12,49.67,0.51,1
4385,file_35884.py,Python,React,1108,34,1,19,Data Clumps,Minor,Replace Conditional with Polymorphism,1,16,32,253,69.24,0.397,15
2413,file_35887.py,Python,Flask,735,17,55,4,Dead Code,Critical,Rename Variable,0,26,25,269,63.71,0.464,18
3725,file_35892.py,Python,React,103,22,70,10,Lazy Class,Minor,Simplify Conditional,0,57,26,26,51.74,0.089,10
5595,file_35896.py,Python,,975,6,24,19,Message Chains,Minor,Encapsulate Field,0,16,32,466,66.49,0.559,18
1052,file_35905.py,Python,Angular,1612,2,25,12,Message Chains,Minor,Extract Class,0,8,23,460,73.94,0.641,0
5426,file_35927.py,Python,Flask,257,34,70,3,Switch Statements,Critical,Inline Method,1,55,33,375,56.37,0.88,16
2358,file_35928.py,Python,Flask,1311,2,48,10,Data Clumps,Major,Rename Variable,1,59,28,327,65.68,0.034,13
6217,file_35935.py,Python,React,1811,41,7,15,Message Chains,Major,Rename Variable,0,58,33,18,21.63,0.005,13
7467,file_35940.py,Python,Django,1650,1,3,8,Message Chains,Critical,Rename Variable,1,55,12,496,57.14,0.869,2
4977,file_35941.py,Python,Angular,1425,33,77,15,Long Method,Critical,Introduce Parameter Object,0,33,37,41,38.03,0.263,0
1540,file_35943.py,Python,Django,1806,20,68,4,Switch Statements,Major,Encapsulate Field,0,59,27,33,81.97,0.415,14
6085,file_35945.py,Python,,199,40,55,5,Feature Envy,Critical,Replace Conditional with Polymorphism,0,26,3,13,44.06,0.183,6
5801,file_35946.py,Python,Django,1144,49,50,4,Duplicated Code,Critical,Encapsulate Field,0,41,11,496,49.92,0.873,9
4343,file_35952.py,Python,Flask,1109,45,63,15,Inappropriate Intimacy,Minor,Extract Method,1,10,31,310,50.31,0.321,14
3181,file_35963.py,Python,Angular,1433,36,7,7,Inappropriate Intimacy,Major,Inline Method,0,51,22,354,33.24,0.886,18
2551,file_35966.py,Python,,653,46,66,10,Speculative Generality,Critical,Split Class,0,10,8,318,19.02,0.876,11
2594,file_35968.py,Python,React,617,16,33,5,Large Class,Major,Move Method,0,55,39,410,45.94,0.544,12
2819,file_35974.py,Python,Django,503,10,6,1,Lazy Class,Minor,Rename Variable,0,55,7,463,52.54,0.563,2
5008,file_35978.py,Python,React,1191,14,13,13,Dead Code,Major,Encapsulate Field,0,43,5,407,13.66,0.509,8
4409,file_35988.py,Python,Flask,1751,44,26,2,Long Method,Major,Split Class,1,36,32,433,63.37,0.01,2
4646,file_35992.py,Python,Django,1098,25,25,2,Temporary Field,Critical,Encapsulate Field,0,38,39,460,80.8,0.836,12
2625,file_35998.py,Python,Angular,687,5,52,6,Duplicated Code,Minor,Introduce Parameter Object,0,40,17,317,99.11,0.869,0
5386,file_36000.py,Python,Angular,1884,41,68,2,Switch Statements,Critical,Simplify Conditional,1,11,23,367,32.75,0.976,11
7354,file_36001.py,Python,React,941,13,63,7,Data Clumps,Major,Split Class,0,5,26,50,69.41,0.862,9
7984,file_36014.py,Python,React,943,48,13,16,Long Method,Critical,Introduce Parameter Object,1,56,11,262,71.06,0.914,19
8171,file_36018.py,Python,Spring,456,4,70,10,Switch Statements,Minor,Extract Class,1,46,10,391,24.6,0.317,11
4487,file_36026.py,Python,Django,1605,19,22,11,Duplicated Code,Major,Simplify Conditional,1,11,8,63,22.03,0.635,6
6910,file_36027.py,Python,Flask,721,43,61,12,God Class,Critical,Extract Class,1,59,29,342,63.59,0.191,13
4169,file_36030.py,Python,,1616,42,56,9,Primitive Obsession,Minor,Introduce Parameter Object,1,40,14,490,80.76,0.272,1
4687,file_36039.py,Python,Spring,286,10,57,18,Data Clumps,Minor,Remove Dead Code,1,49,22,387,67.71,0.2,12
2116,file_36040.py,Python,Angular,262,40,38,3,God Class,Major,Rename Variable,0,13,32,461,25.02,0.727,19
4498,file_36044.py,Python,Flask,1895,21,18,9,Feature Envy,Major,Encapsulate Field,0,11,32,223,31.77,0.063,17
5854,file_36046.py,Python,Flask,934,14,55,3,Lazy Class,Critical,Rename Variable,1,16,21,320,19.22,0.161,19
3167,file_36054.py,Python,Flask,370,16,73,8,Temporary Field,Major,Encapsulate Field,1,46,9,80,84.63,0.012,9
7134,file_36063.py,Python,React,1859,30,11,13,Duplicated Code,Major,Replace Conditional with Polymorphism,0,18,31,460,23.7,0.128,8
1573,file_36064.py,Python,,438,21,25,15,Message Chains,Minor,Introduce Parameter Object,0,55,7,17,32.03,0.026,6
9377,file_36066.py,Python,Angular,341,34,58,19,God Class,Critical,Replace Conditional with Polymorphism,0,55,13,281,81.43,0.261,18
7045,file_36067.py,Python,,449,41,63,14,Switch Statements,Minor,Rename Variable,0,52,19,74,25.63,0.073,15
6383,file_36075.py,Python,Spring,1101,28,12,5,Speculative Generality,Critical,Move Method,0,59,14,97,10.75,0.793,7
3678,file_36080.py,Python,React,763,8,55,3,Long Method,Critical,Remove Dead Code,1,8,31,422,74.43,0.758,18
5450,file_36085.py,Python,,1138,7,31,12,Dead Code,Minor,Encapsulate Field,1,13,2,42,71.06,0.545,8
7069,file_36087.py,Python,,1954,12,15,8,Dead Code,Minor,Move Method,1,31,23,271,68.58,0.735,18
9841,file_36091.py,Python,Flask,1122,37,19,3,Feature Envy,Critical,Simplify Conditional,0,43,2,37,93.77,0.872,12
1991,file_36114.py,Python,React,104,14,5,15,God Class,Critical,Encapsulate Field,1,37,31,166,40.0,0.333,6
1571,file_36123.py,Python,Spring,1196,23,18,2,Inappropriate Intimacy,Critical,Split Class,0,13,17,307,39.12,0.091,12
2959,file_36134.py,Python,Django,172,42,50,17,Dead Code,Critical,Inline Method,0,34,38,183,33.67,0.628,4
3786,file_36138.py,Python,React,565,25,24,12,Message Chains,Critical,Remove Dead Code,0,30,17,215,29.5,0.725,7
2675,file_36140.py,Python,Django,1946,42,22,7,Message Chains,Major,Rename Variable,1,15,35,303,87.4,0.32,14
1033,file_36141.py,Python,Django,194,31,16,17,Large Class,Minor,Replace Conditional with Polymorphism,1,32,18,93,42.18,0.849,13
8247,file_36156.py,Python,,426,7,6,3,Lazy Class,Minor,Simplify Conditional,1,5,3,121,38.2,0.781,1
7143,file_36166.py,Python,React,458,7,5,19,Lazy Class,Major,Extract Method,0,21,28,211,32.72,0.915,6
4710,file_36172.py,Python,Flask,962,21,49,3,God Class,Major,Move Method,1,56,11,282,23.32,0.854,18
2693,file_36173.py,Python,Angular,1257,35,44,19,Speculative Generality,Major,Extract Method,1,51,8,13,52.28,0.367,17
2774,file_36175.py,Python,Django,1222,44,44,11,Lazy Class,Major,Introduce Parameter Object,0,19,11,370,31.44,0.015,1
3715,file_36199.py,Python,Flask,236,10,57,7,Data Clumps,Critical,Rename Variable,0,24,28,357,23.99,0.793,11
